Etapa,Componente Curricular,Descritor,Descrição da Habilidade ,Ciclos,Habilidades,Município,Previstos,Avaliados,Participação,Defasagem,Aprendizado intermediário,Aprendizado adequado,Acerto Total,Percentual de acertos
1 ANO,LÍNGUA PORTUGUESA,1EF08_P,Ler palavras formadas exclusivamente por sílabas canônicas.,3,H 04,EUSEBIO,1030.0,946.0,92,5,11,84,83,89.0
1 ANO,LÍNGUA PORTUGUESA,1EF08_P,Ler palavras formadas exclusivamente por sílabas canônicas.,3,H 04,GUAIUBA,360.0,313.0,87,7,19,74,77,82.0
1 ANO,LÍNGUA PORTUGUESA,1EF08_P,Ler palavras formadas exclusivamente por sílabas canônicas.,3,H 04,ITAITINGA,786.0,676.0,86,17,25,59,68,77.0
1 ANO,LÍNGUA PORTUGUESA,1EF08_P,Ler palavras formadas exclusivamente por sílabas canônicas.,3,H 04,MARACANAU,3119.0,2715.0,87,13,21,66,73,84.0
1 ANO,LÍNGUA PORTUGUESA,1EF08_P,Ler palavras formadas exclusivamente por sílabas canônicas.,3,H 04,MARANGUAPE,1134.0,1023.0,90,13,21,66,73,80.0
1 ANO,LÍNGUA PORTUGUESA,1EF08_P,Ler palavras formadas exclusivamente por sílabas canônicas.,3,H 04,PACATUBA,880.0,794.0,90,18,19,64,71,78.0
1 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,H 05,AQUIRAZ,1169.0,0.0,0,0,0,0,0,
1 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,H 05,CAUCAIA,86.0,0.0,0,0,0,0,0,
1 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,H 05,EUSEBIO,1030.0,946.0,92,5,11,84,83,93.0
1 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,H 05,GUAIUBA,360.0,313.0,87,7,19,74,77,83.0
1 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,H 05,ITAITINGA,786.0,676.0,86,17,25,59,68,79.0
1 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,H 05,MARACANAU,3119.0,2715.0,87,13,21,66,73,84.0
1 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,H 05,MARANGUAPE,1134.0,1023.0,90,13,21,66,73,0.0
1 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,H 05,PACATUBA,880.0,794.0,90,18,19,64,71,80.0
1 ANO,LÍNGUA PORTUGUESA,1EF10_P,"Ler frases (ordem direta, estrutura canônica: sujeito, verbo, objeto - um complemento).",3,H 06,AQUIRAZ,1169.0,0.0,0,0,0,0,0,
1 ANO,LÍNGUA PORTUGUESA,1EF10_P,"Ler frases (ordem direta, estrutura canônica: sujeito, verbo, objeto - um complemento).",3,H 06,CAUCAIA,86.0,0.0,0,0,0,0,0,
1 ANO,LÍNGUA PORTUGUESA,1EF10_P,"Ler frases (ordem direta, estrutura canônica: sujeito, verbo, objeto - um complemento).",3,H 06,EUSEBIO,1030.0,946.0,92,5,11,84,83,91.0
1 ANO,LÍNGUA PORTUGUESA,1EF10_P,"Ler frases (ordem direta, estrutura canônica: sujeito, verbo, objeto - um complemento).",3,H 06,GUAIUBA,360.0,313.0,87,7,19,74,77,82.0
1 ANO,LÍNGUA PORTUGUESA,1EF10_P,"Ler frases (ordem direta, estrutura canônica: sujeito, verbo, objeto - um complemento).",3,H 06,ITAITINGA,786.0,676.0,86,17,25,59,68,82.0
1 ANO,LÍNGUA PORTUGUESA,1EF10_P,"Ler frases (ordem direta, estrutura canônica: sujeito, verbo, objeto - um complemento).",3,H 06,MARACANAU,3119.0,2715.0,87,13,21,66,73,78.0
1 ANO,LÍNGUA PORTUGUESA,1EF10_P,"Ler frases (ordem direta, estrutura canônica: sujeito, verbo, objeto - um complemento).",3,H 06,MARANGUAPE,1134.0,1023.0,90,13,21,66,73,81.0
1 ANO,LÍNGUA PORTUGUESA,1EF10_P,"Ler frases (ordem direta, estrutura canônica: sujeito, verbo, objeto - um complemento).",3,H 06,PACATUBA,880.0,794.0,90,18,19,64,71,77.0
1 ANO,LÍNGUA PORTUGUESA,1EF11_P,"Localizar informações explícitas em textos, recuperadas por meio de uma repetição.",3,H 07,AQUIRAZ,1169.0,0.0,0,0,0,0,0,
1 ANO,LÍNGUA PORTUGUESA,1EF11_P,"Localizar informações explícitas em textos, recuperadas por meio de uma repetição.",3,H 07,CAUCAIA,86.0,0.0,0,0,0,0,0,
1 ANO,LÍNGUA PORTUGUESA,1EF11_P,"Localizar informações explícitas em textos, recuperadas por meio de uma repetição.",3,H 07,EUSEBIO,1030.0,946.0,92,5,11,84,83,70.0
1 ANO,LÍNGUA PORTUGUESA,1EF11_P,"Localizar informações explícitas em textos, recuperadas por meio de uma repetição.",3,H 07,GUAIUBA,360.0,313.0,87,7,19,74,77,65.0
1 ANO,LÍNGUA PORTUGUESA,1EF11_P,"Localizar informações explícitas em textos, recuperadas por meio de uma repetição.",3,H 07,ITAITINGA,786.0,676.0,86,17,25,59,68,59.0
1 ANO,LÍNGUA PORTUGUESA,1EF11_P,"Localizar informações explícitas em textos, recuperadas por meio de uma repetição.",3,H 07,MARACANAU,3119.0,2715.0,87,13,21,66,73,53.0
1 ANO,LÍNGUA PORTUGUESA,1EF11_P,"Localizar informações explícitas em textos, recuperadas por meio de uma repetição.",3,H 07,MARANGUAPE,1134.0,1023.0,90,13,21,66,73,80.0
1 ANO,LÍNGUA PORTUGUESA,1EF11_P,"Localizar informações explícitas em textos, recuperadas por meio de uma repetição.",3,H 07,PACATUBA,880.0,794.0,90,18,19,64,71,55.0
1 ANO,LÍNGUA PORTUGUESA,1EF12_P,Reconhecer o assunto de um texto ouvido.,3,H 08,AQUIRAZ,1169.0,0.0,0,0,0,0,0,
1 ANO,LÍNGUA PORTUGUESA,1EF12_P,Reconhecer o assunto de um texto ouvido.,3,H 08,CAUCAIA,86.0,0.0,0,0,0,0,0,
1 ANO,LÍNGUA PORTUGUESA,1EF12_P,Reconhecer o assunto de um texto ouvido.,3,H 08,EUSEBIO,1030.0,946.0,92,5,11,84,83,77.0
1 ANO,LÍNGUA PORTUGUESA,1EF12_P,Reconhecer o assunto de um texto ouvido.,3,H 08,GUAIUBA,360.0,313.0,87,7,19,74,77,70.0
1 ANO,LÍNGUA PORTUGUESA,1EF12_P,Reconhecer o assunto de um texto ouvido.,3,H 08,ITAITINGA,786.0,676.0,86,17,25,59,68,58.0
1 ANO,LÍNGUA PORTUGUESA,1EF12_P,Reconhecer o assunto de um texto ouvido.,3,H 08,MARACANAU,3119.0,2715.0,87,13,21,66,73,69.0
1 ANO,LÍNGUA PORTUGUESA,1EF12_P,Reconhecer o assunto de um texto ouvido.,3,H 08,MARANGUAPE,1134.0,1023.0,90,13,21,66,73,55.0
1 ANO,LÍNGUA PORTUGUESA,1EF12_P,Reconhecer o assunto de um texto ouvido.,3,H 08,PACATUBA,880.0,794.0,90,18,19,64,71,65.0
1 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,H 09,AQUIRAZ,1169.0,0.0,0,0,0,0,0,
1 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,H 09,CAUCAIA,86.0,0.0,0,0,0,0,0,
1 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,H 09,EUSEBIO,1030.0,946.0,92,5,11,84,83,73.0
1 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,H 09,GUAIUBA,360.0,313.0,87,7,19,74,77,72.0
1 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,H 09,ITAITINGA,786.0,676.0,86,17,25,59,68,58.0
1 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,H 09,MARACANAU,3119.0,2715.0,87,13,21,66,73,58.0
1 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,H 09,MARANGUAPE,1134.0,1023.0,90,13,21,66,73,66.0
1 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,H 09,PACATUBA,880.0,794.0,90,18,19,64,71,61.0
1 ANO,LÍNGUA PORTUGUESA,1EF14_P,Reconhecer o gênero de um texto que circula no campo de atuação da vida cotidiana.,3,H 10,AQUIRAZ,1169.0,0.0,0,0,0,0,0,
1 ANO,LÍNGUA PORTUGUESA,1EF14_P,Reconhecer o gênero de um texto que circula no campo de atuação da vida cotidiana.,3,H 10,CAUCAIA,86.0,0.0,0,0,0,0,0,
1 ANO,LÍNGUA PORTUGUESA,1EF14_P,Reconhecer o gênero de um texto que circula no campo de atuação da vida cotidiana.,3,H 10,EUSEBIO,1030.0,946.0,92,5,11,84,83,77.0
1 ANO,LÍNGUA PORTUGUESA,1EF14_P,Reconhecer o gênero de um texto que circula no campo de atuação da vida cotidiana.,3,H 10,GUAIUBA,360.0,313.0,87,7,19,74,77,71.0
1 ANO,LÍNGUA PORTUGUESA,1EF14_P,Reconhecer o gênero de um texto que circula no campo de atuação da vida cotidiana.,3,H 10,ITAITINGA,786.0,676.0,86,17,25,59,68,66.0
1 ANO,LÍNGUA PORTUGUESA,1EF14_P,Reconhecer o gênero de um texto que circula no campo de atuação da vida cotidiana.,3,H 10,MARACANAU,3119.0,2715.0,87,13,21,66,73,65.0
1 ANO,LÍNGUA PORTUGUESA,1EF14_P,Reconhecer o gênero de um texto que circula no campo de atuação da vida cotidiana.,3,H 10,MARANGUAPE,1134.0,1023.0,90,13,21,66,73,72.0
1 ANO,LÍNGUA PORTUGUESA,1EF14_P,Reconhecer o gênero de um texto que circula no campo de atuação da vida cotidiana.,3,H 10,PACATUBA,880.0,794.0,90,18,19,64,71,65.0
1 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,3,H 11,AQUIRAZ,1169.0,0.0,0,0,0,0,0,
1 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,3,H 11,CAUCAIA,86.0,0.0,0,0,0,0,0,
1 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,3,H 11,EUSEBIO,1030.0,946.0,92,5,11,84,83,79.0
1 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,3,H 11,GUAIUBA,360.0,313.0,87,7,19,74,77,66.0
1 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,3,H 11,ITAITINGA,786.0,676.0,86,17,25,59,68,62.0
1 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,3,H 11,MARACANAU,3119.0,2715.0,87,13,21,66,73,60.0
1 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,3,H 11,MARANGUAPE,1134.0,1023.0,90,13,21,66,73,75.0
1 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,3,H 11,PACATUBA,880.0,794.0,90,18,19,64,71,61.0
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",1,H 45,AQUIRAZ,1211.0,1021.0,84,12,33,55,78,86.0
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",1,H 45,CAUCAIA,12.0,1.0,8,100,0,0,18,33.0
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",1,H 45,EUSEBIO,1008.0,870.0,86,8,29,63,84,90.0
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",1,H 45,GUAIUBA,514.0,303.0,59,38,33,29,65,72.0
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",1,H 45,ITAITINGA,423.0,0.0,0,0,0,0,0,
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",1,H 45,MARACANAU,3182.0,41.0,1,100,0,0,34,40.0
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",1,H 45,MARANGUAPE,1111.0,928.0,84,15,39,45,73,83.0
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",1,H 45,PACATUBA,860.0,0.0,0,0,0,0,0,
1 ANO,MATEMÁTICA,1EF02_M,"Comparar quantidades de objetos de coleções, contendo até 20 elementos cada, com suporte de imagens, indicando qual tem mais, qual tem menos ou quais têm a mesma quantidade.",1,H 46,AQUIRAZ,1211.0,1021.0,84,12,33,55,78,79.0
1 ANO,MATEMÁTICA,1EF02_M,"Comparar quantidades de objetos de coleções, contendo até 20 elementos cada, com suporte de imagens, indicando qual tem mais, qual tem menos ou quais têm a mesma quantidade.",1,H 46,CAUCAIA,12.0,1.0,8,100,0,0,18,50.0
1 ANO,MATEMÁTICA,1EF02_M,"Comparar quantidades de objetos de coleções, contendo até 20 elementos cada, com suporte de imagens, indicando qual tem mais, qual tem menos ou quais têm a mesma quantidade.",1,H 46,EUSEBIO,1008.0,870.0,86,8,29,63,84,81.0
1 ANO,MATEMÁTICA,1EF02_M,"Comparar quantidades de objetos de coleções, contendo até 20 elementos cada, com suporte de imagens, indicando qual tem mais, qual tem menos ou quais têm a mesma quantidade.",1,H 46,GUAIUBA,514.0,303.0,59,38,33,29,65,59.0
1 ANO,MATEMÁTICA,1EF02_M,"Comparar quantidades de objetos de coleções, contendo até 20 elementos cada, com suporte de imagens, indicando qual tem mais, qual tem menos ou quais têm a mesma quantidade.",1,H 46,ITAITINGA,423.0,0.0,0,0,0,0,0,
1 ANO,MATEMÁTICA,1EF02_M,"Comparar quantidades de objetos de coleções, contendo até 20 elementos cada, com suporte de imagens, indicando qual tem mais, qual tem menos ou quais têm a mesma quantidade.",1,H 46,MARACANAU,3182.0,41.0,1,100,0,0,34,40.0
1 ANO,MATEMÁTICA,1EF02_M,"Comparar quantidades de objetos de coleções, contendo até 20 elementos cada, com suporte de imagens, indicando qual tem mais, qual tem menos ou quais têm a mesma quantidade.",1,H 46,MARANGUAPE,1111.0,928.0,84,15,39,45,73,73.0
1 ANO,MATEMÁTICA,1EF02_M,"Comparar quantidades de objetos de coleções, contendo até 20 elementos cada, com suporte de imagens, indicando qual tem mais, qual tem menos ou quais têm a mesma quantidade.",1,H 46,PACATUBA,860.0,0.0,0,0,0,0,0,
1 ANO,MATEMÁTICA,1EF06_M,"Classificar objetos segundo atributos de cor, forma ou medida.",1,H 47,AQUIRAZ,1211.0,1021.0,84,12,33,55,78,46.0
1 ANO,MATEMÁTICA,1EF06_M,"Classificar objetos segundo atributos de cor, forma ou medida.",1,H 47,CAUCAIA,12.0,1.0,8,100,0,0,18,0.0
1 ANO,MATEMÁTICA,1EF06_M,"Classificar objetos segundo atributos de cor, forma ou medida.",1,H 47,EUSEBIO,1008.0,870.0,86,8,29,63,84,67.0
1 ANO,MATEMÁTICA,1EF06_M,"Classificar objetos segundo atributos de cor, forma ou medida.",1,H 47,GUAIUBA,514.0,303.0,59,38,33,29,65,45.0
1 ANO,MATEMÁTICA,1EF06_M,"Classificar objetos segundo atributos de cor, forma ou medida.",1,H 47,ITAITINGA,423.0,0.0,0,0,0,0,0,
1 ANO,MATEMÁTICA,1EF06_M,"Classificar objetos segundo atributos de cor, forma ou medida.",1,H 47,MARACANAU,3182.0,41.0,1,100,0,0,34,19.0
1 ANO,MATEMÁTICA,1EF06_M,"Classificar objetos segundo atributos de cor, forma ou medida.",1,H 47,MARANGUAPE,1111.0,928.0,84,15,39,45,73,35.0
1 ANO,MATEMÁTICA,1EF06_M,"Classificar objetos segundo atributos de cor, forma ou medida.",1,H 47,PACATUBA,860.0,0.0,0,0,0,0,0,
1 ANO,MATEMÁTICA,1EF08_M,"Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima ou embaixo).",1,H 49,AQUIRAZ,1211.0,1021.0,84,12,33,55,78,74.0
1 ANO,MATEMÁTICA,1EF08_M,"Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima ou embaixo).",1,H 49,CAUCAIA,12.0,1.0,8,100,0,0,18,25.0
1 ANO,MATEMÁTICA,1EF08_M,"Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima ou embaixo).",1,H 49,EUSEBIO,1008.0,870.0,86,8,29,63,84,81.0
1 ANO,MATEMÁTICA,1EF08_M,"Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima ou embaixo).",1,H 49,GUAIUBA,514.0,303.0,59,38,33,29,65,62.0
1 ANO,MATEMÁTICA,1EF08_M,"Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima ou embaixo).",1,H 49,ITAITINGA,423.0,0.0,0,0,0,0,0,
1 ANO,MATEMÁTICA,1EF08_M,"Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima ou embaixo).",1,H 49,MARACANAU,3182.0,41.0,1,100,0,0,34,30.0
1 ANO,MATEMÁTICA,1EF08_M,"Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima ou embaixo).",1,H 49,MARANGUAPE,1111.0,928.0,84,15,39,45,73,71.0
1 ANO,MATEMÁTICA,1EF08_M,"Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima ou embaixo).",1,H 49,PACATUBA,860.0,0.0,0,0,0,0,0,
1 ANO,MATEMÁTICA,1EF09_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera ou bloco retangular) em objetos do mundo físico, pela sua forma.",1,H 50,AQUIRAZ,1211.0,1021.0,84,12,33,55,78,92.0
1 ANO,MATEMÁTICA,1EF09_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera ou bloco retangular) em objetos do mundo físico, pela sua forma.",1,H 50,CAUCAIA,12.0,1.0,8,100,0,0,18,0.0
1 ANO,MATEMÁTICA,1EF09_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera ou bloco retangular) em objetos do mundo físico, pela sua forma.",1,H 50,EUSEBIO,1008.0,870.0,86,8,29,63,84,95.0
1 ANO,MATEMÁTICA,1EF09_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera ou bloco retangular) em objetos do mundo físico, pela sua forma.",1,H 50,GUAIUBA,514.0,303.0,59,38,33,29,65,76.0
1 ANO,MATEMÁTICA,1EF09_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera ou bloco retangular) em objetos do mundo físico, pela sua forma.",1,H 50,ITAITINGA,423.0,0.0,0,0,0,0,0,
1 ANO,MATEMÁTICA,1EF09_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera ou bloco retangular) em objetos do mundo físico, pela sua forma.",1,H 50,MARACANAU,3182.0,41.0,1,100,0,0,34,43.0
1 ANO,MATEMÁTICA,1EF09_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera ou bloco retangular) em objetos do mundo físico, pela sua forma.",1,H 50,MARANGUAPE,1111.0,928.0,84,15,39,45,73,92.0
1 ANO,MATEMÁTICA,1EF09_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera ou bloco retangular) em objetos do mundo físico, pela sua forma.",1,H 50,PACATUBA,860.0,0.0,0,0,0,0,0,
1 ANO,MATEMÁTICA,1EF10_M,"Reconhecer figuras geométricas planas (círculo, quadrado, retângulo ou triângulo) desenhadas em diferentes disposições.",1,H 51,AQUIRAZ,1211.0,1021.0,84,12,33,55,78,82.0
1 ANO,MATEMÁTICA,1EF10_M,"Reconhecer figuras geométricas planas (círculo, quadrado, retângulo ou triângulo) desenhadas em diferentes disposições.",1,H 51,CAUCAIA,12.0,1.0,8,100,0,0,18,0.0
1 ANO,MATEMÁTICA,1EF10_M,"Reconhecer figuras geométricas planas (círculo, quadrado, retângulo ou triângulo) desenhadas em diferentes disposições.",1,H 51,EUSEBIO,1008.0,870.0,86,8,29,63,84,88.0
1 ANO,MATEMÁTICA,1EF10_M,"Reconhecer figuras geométricas planas (círculo, quadrado, retângulo ou triângulo) desenhadas em diferentes disposições.",1,H 51,GUAIUBA,514.0,303.0,59,38,33,29,65,71.0
1 ANO,MATEMÁTICA,1EF10_M,"Reconhecer figuras geométricas planas (círculo, quadrado, retângulo ou triângulo) desenhadas em diferentes disposições.",1,H 51,ITAITINGA,423.0,0.0,0,0,0,0,0,
1 ANO,MATEMÁTICA,1EF10_M,"Reconhecer figuras geométricas planas (círculo, quadrado, retângulo ou triângulo) desenhadas em diferentes disposições.",1,H 51,MARACANAU,3182.0,41.0,1,100,0,0,34,36.0
1 ANO,MATEMÁTICA,1EF10_M,"Reconhecer figuras geométricas planas (círculo, quadrado, retângulo ou triângulo) desenhadas em diferentes disposições.",1,H 51,MARANGUAPE,1111.0,928.0,84,15,39,45,73,79.0
1 ANO,MATEMÁTICA,1EF10_M,"Reconhecer figuras geométricas planas (círculo, quadrado, retângulo ou triângulo) desenhadas em diferentes disposições.",1,H 51,PACATUBA,860.0,0.0,0,0,0,0,0,
1 ANO,MATEMÁTICA,1EF11_M,"Comparar objetos de uso cotidiano por meio de um dos atributos: comprimento, capacidade ou massa.",1,H 52,AQUIRAZ,1211.0,1021.0,84,12,33,55,78,83.0
1 ANO,MATEMÁTICA,1EF11_M,"Comparar objetos de uso cotidiano por meio de um dos atributos: comprimento, capacidade ou massa.",1,H 52,CAUCAIA,12.0,1.0,8,100,0,0,18,0.0
1 ANO,MATEMÁTICA,1EF11_M,"Comparar objetos de uso cotidiano por meio de um dos atributos: comprimento, capacidade ou massa.",1,H 52,EUSEBIO,1008.0,870.0,86,8,29,63,84,87.0
1 ANO,MATEMÁTICA,1EF11_M,"Comparar objetos de uso cotidiano por meio de um dos atributos: comprimento, capacidade ou massa.",1,H 52,GUAIUBA,514.0,303.0,59,38,33,29,65,67.0
1 ANO,MATEMÁTICA,1EF11_M,"Comparar objetos de uso cotidiano por meio de um dos atributos: comprimento, capacidade ou massa.",1,H 52,ITAITINGA,423.0,0.0,0,0,0,0,0,
1 ANO,MATEMÁTICA,1EF11_M,"Comparar objetos de uso cotidiano por meio de um dos atributos: comprimento, capacidade ou massa.",1,H 52,MARACANAU,3182.0,41.0,1,100,0,0,34,33.0
1 ANO,MATEMÁTICA,1EF11_M,"Comparar objetos de uso cotidiano por meio de um dos atributos: comprimento, capacidade ou massa.",1,H 52,MARANGUAPE,1111.0,928.0,84,15,39,45,73,79.0
1 ANO,MATEMÁTICA,1EF11_M,"Comparar objetos de uso cotidiano por meio de um dos atributos: comprimento, capacidade ou massa.",1,H 52,PACATUBA,860.0,0.0,0,0,0,0,0,
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",2,H 48,AQUIRAZ,1161.0,1002.0,86,6,17,77,83,81.0
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",2,H 48,CAUCAIA,89.0,1.0,1,100,0,0,5,0.0
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",2,H 48,EUSEBIO,1063.0,938.0,88,6,17,77,83,84.0
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",2,H 48,GUAIUBA,380.0,309.0,81,10,28,63,78,77.0
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",2,H 48,ITAITINGA,1240.0,680.0,55,11,32,57,75,72.0
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",2,H 48,MARACANAU,3080.0,2696.0,88,12,26,62,77,77.0
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",2,H 48,MARANGUAPE,1137.0,994.0,87,13,35,52,72,66.0
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",2,H 48,PACATUBA,868.0,824.0,95,9,27,64,77,77.0
1 ANO,MATEMÁTICA,1EF02_M,"Comparar quantidades de objetos de coleções, contendo até 20 elementos cada, com suporte de imagens, indicando qual tem mais, qual tem menos ou quais têm a mesma quantidade.",2,H 49,AQUIRAZ,1161.0,1002.0,86,6,17,77,83,83.0
1 ANO,MATEMÁTICA,1EF02_M,"Comparar quantidades de objetos de coleções, contendo até 20 elementos cada, com suporte de imagens, indicando qual tem mais, qual tem menos ou quais têm a mesma quantidade.",2,H 49,CAUCAIA,89.0,1.0,1,100,0,0,5,50.0
1 ANO,MATEMÁTICA,1EF02_M,"Comparar quantidades de objetos de coleções, contendo até 20 elementos cada, com suporte de imagens, indicando qual tem mais, qual tem menos ou quais têm a mesma quantidade.",2,H 49,EUSEBIO,1063.0,938.0,88,6,17,77,83,86.0
1 ANO,MATEMÁTICA,1EF02_M,"Comparar quantidades de objetos de coleções, contendo até 20 elementos cada, com suporte de imagens, indicando qual tem mais, qual tem menos ou quais têm a mesma quantidade.",2,H 49,GUAIUBA,380.0,309.0,81,10,28,63,78,79.0
1 ANO,MATEMÁTICA,1EF02_M,"Comparar quantidades de objetos de coleções, contendo até 20 elementos cada, com suporte de imagens, indicando qual tem mais, qual tem menos ou quais têm a mesma quantidade.",2,H 49,ITAITINGA,1240.0,680.0,55,11,32,57,75,75.0
