ANO;CAMPOS DE ATUAÇÃO;PRÁTICAS DE LINGUAGEM;OBJETOS DE CONHECIMENTO;OBJETOS ESPECÍFICOS;HABILIDADES;RELAÇÃO DENTRO DO PRÓPRIO COMPONENTE;RELAÇÃO ENTRE COMPONENTES;COMPETÊNCIAS ESPECÍFICAS
1º, 2º;CAMPO DAS PRÁTICAS DE ESTUDO E PESQUISA;Leitura/escuta (compartilhada e autônoma);Compreensão em leitura;Leitura e compreensão de textos do campo investigativo, considerando a situação comunicativa e o tema/ assunto do texto.;"(EF12LP17) Ler e compreender, em colaboração com os colegas e com a ajuda do professor, enunciados de tarefas escolares, diagramas, curiosidades, pequenos relatos de experimentos, entrevistas, verbetes de enciclopédia infantil, entre outros gêneros do campo inves- tigativo, considerando a situação comunicativa e o tema/assunto
do texto.";;;Ler, escutar e produzir textos orais, escritos e multissemióticos que circulam em diferentes campos de atuação e mídias, com compreen- são, autonomia, fluência e criticidade, de modo a se expressar e partilhar informações, experiências, ideias e sentimentos, e continuar aprendendo.
1º, 2º;CAMPO ARTÍSTICO- LITERÁRIO;Leitura/escuta (compartilhada e autônoma);Apreciação estética/Estilo;Apreciação de textos em versos, observando as rimas, as sonoridades, os jogos de palavras, o pertencimento da criança ao mundo imaginário, ao encantamento, o jogo e a fruição.;"(EF12LP18) Apreciar poemas e outros textos versificados, obser- vando rimas, sonoridades, jogos de palavras, reconhecendo seu per- tencimento ao mundo imaginário
e sua dimensão de encantamento, jogo e fruição.";;(EF69AR34);Envolver-se em práticas de leitura literária  que possibilitem o desenvolvimento do senso estético para fruição, valorizando a literatura e outras manifestações artístico-culturais como formas de acesso às dimensões lúdicas, de imaginário e encantamento, reconhecendo o potencial transformador e humanizador da experiência com a literatura.
1º, 2º;CAMPO ARTÍSTICO- LITERÁRIO;Análise linguís- tica/semiótica (Alfabetização);Formas de composição de textos poéticos;Reconhecimento, nos textos em versos, de rimas, sonoridades, jogos de palavras, palavras, expressões, comparações, relacionando-as com sensações e associações;"(EF12LP19) Reconhecer, em textos versificados, rimas, sonoridades, jogos de palavras, palavras, expres- sões, comparações, relacionando-
-as com sensações e associações.";;(EF69AR34);Envolver-se em práticas de leitura literária  que possibilitem o desenvolvimento do senso estético para fruição, valorizando a literatura e outras manifestações artístico-culturais como formas de acesso às dimensões lúdicas, de imaginário e encantamento, reconhecendo o potencial transformador e humanizador da experiência com a literatura.
"1º; 2º; 3º; 4º; 5º";TODOS OS CAMPOS DE ATUAÇÃO;Leitura/escuta (compartilhada e autônoma);"Reconstrução das condições de produção e
recepção de textos";"Identificação do contexto de produção de textos que circulam em campos
da vida social cotidiana e nas mídias impressa, de massa e digital, reco- nhecendo para que foram produzidos, onde circulam, quem os produziu e a quem se destinam.";(EF15LP01) Identificar a função social de textos que circulam em campos da vida social dos quais participa cotidianamente (a casa, a rua, a comunidade, a escola) e nas mídias impressa, de massa e digital, reconhecendo para que foram produzidos, onde circulam, quem os produziu e a quem se destinam.;;(EF69AR34) (EF69AR35);Compreender a língua como fenômeno cultural, histórico, social, variável, heterogêneo e sensível aos contextos de uso, reconhecen- do-a como meio de construção de identidades de seus usuários e da comunidade a que pertencem.
"1º; 2º; 3º; 4º; 5º";TODOS OS CAMPOS DE ATUAÇÃO;Leitura/escuta (compartilhada e autônoma);Estratégia de leitura;Leitura com foco em elementos de pressuposições antecipadoras dos sentidos, da forma e da função social do texto.;"(EF15LP02) Estabelecer expectati- vas em relação ao texto que vai ler (pressuposições antecipadoras dos sentidos, da forma e da função so- cial do texto), apoiando-se em seus conhecimentos prévios sobre as condições de produção e recepção desse texto, o gênero, o suporte
e o universo temático, bem como sobre saliências textuais, recursos gráficos, imagens, dados da própria obra (índice, prefácio etc.), confir- mando antecipações e inferências realizadas antes e durante a leitura de textos, checando a adequação das hipóteses realizadas.";;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
"1º; 2º; 3º; 4º; 5º";TODOS OS CAMPOS DE ATUAÇÃO;Leitura/escuta (compartilhada e autônoma);Estratégia de leitura;Estratégia de leitura para a localização de informações explícitas.;(EF15LP03) Localizar informações explícitas em textos.;;(EF06ER03);Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
"1º; 2º; 3º; 4º; 5º";TODOS OS CAMPOS DE ATUAÇÃO;Leitura/escuta (compartilhada e autônoma);Estratégia de leitura;Identificação do efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em textos multissemióticos.;"(EF15LP04) Identificar o efeito  de sentido produzido pelo uso de
recursos expressivos gráfico-visuais em textos multissemióticos.";;(EF69AR27);Ler, escutar e produzir textos orais, escritos e multissemióticos que circulam em diferentes campos de atuação e mídias, com compreen- são, autonomia, ausência e criticidade, de modo a se expressar e partilhar informações, experiências, ideias e sentimentos, e continuar aprendendo.
"1º; 2º; 3º; 4º; 5º";TODOS OS CAMPOS DE ATUAÇÃO;"Produção de textos
(escrita compar- tilhada e autô- noma)";Planejamento de texto;Planejamento colaborativo de textos considerando o contexto de produ- ção e circulação do gênero textual, pesquisando em meios impressos ou digitais, sempre que for preciso, informações necessárias à produção do texto, organizando em tópicos os dados e as fontes pesquisadas.;"(EF15LP05) Planejar, com a ajuda do professor, o texto que será produzido, considerando a situação comunicativa, os interlocutores (quem escreve/para quem escreve); a finalidade ou o propósito (escre- ver para quê); a circulação (onde o texto vai circular); o suporte (qual é o portador do texto); a linguagem, a organização e a forma do texto e seu tema, pesquisando em meios impressos ou digitais, sempre
que for preciso, informações necessárias à produção do texto, organizando em tópicos os dados e as fontes pesquisadas.";;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
"1º; 2º; 3º; 4º; 5º";TODOS OS CAMPOS DE ATUAÇÃO;Produção de textos (escrita compartilhada e autônoma);Revisão de textos;Releitura e revisão colaborativas de textos, fazendo cortes, acréscimos, reformulação e correções de ortogra- fia e pontuação.;(EF15LP06) Reler e revisar o texto produzido com a ajuda do profes- sor e a colaboração dos colegas, para corrigi-lo e aprimorá-lo, fazendo cortes, acréscimos, refor- mulações, correções de ortografia e pontuação.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
"1º; 2º; 3º; 4º; 5º";TODOS OS CAMPOS DE ATUAÇÃO;Produção de textos (escrita compartilhada e autônoma);Edição de textos;Edição colaborativa da versão final do texto, ilustrando, quando for o caso, em suporte adequado, manual ou digital.;"(EF15LP07) Editar a versão final do texto, em colaboração com os
colegas e com a ajuda do professor, ilustrando, quando for o caso, em suporte adequado, manual ou digital.";;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
"1º; 2º; 3º; 4º; 5º";TODOS OS CAMPOS DE ATUAÇÃO;Produção de textos (escrita compartilhada e autônoma);Utilização de tecnologia digital;Utilização de recursos multissemióti- cos na edição e publicação de textos;(EF15LP08) Utilizar software, inclu- sive programas de edição de texto, para editar e publicar os textos produzidos, explorando os recursos multissemióticos disponíveis.;;;"Mobilizar práticas da cultura digital, diferentes linguagens, mídias e ferramentas digitais
para expandir as formas de produzir sentidos (nos processos de compreensão e produção), aprender e refletir sobre o mundo e realizar diferentes projetos autorais."
"1º; 2º; 3º; 4º; 5º";TODOS OS CAMPOS DE ATUAÇÃO;Oralidade;Oralidade pública/ Intercâmbio conversacional em sala de aula;Produção oral de textos com clareza, levando -se em consideração o tom de voz audível, a boa articulação e o ritmo adequado.;(EF15LP09) Expressar-se em situações de intercâmbio oral com clareza, preocupando-se em ser compreendido pelo interlocutor e usando a palavra com tom de voz audível, boa articulação e ritmo adequado.;;;Ler, escutar e produzir textos orais, escritos e multissemióticos que circulam em diferentes campos de atuação e mídias, com compreen- são, autonomia, fluência e criticidade, de modo a se expressar e partilhar informações, experiências, ideias e sentimentos, e continuar aprendendo.
"1º; 2º; 3º; 4º; 5º";TODOS OS CAMPOS DE ATUAÇÃO;Oralidade;Escuta atenta;Escuta atenta da fala dos professores e colegas formulando perguntas per- tinentes ao tema e solicitando esclare- cimentos sempre que necessário.;(EF15LP10) Escutar, com atenção, falas de professores e colegas, for- mulando perguntas pertinentes ao tema e solicitando esclarecimentos sempre que necessário.;;(EF05ER04) (EF05ER07);Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
"1º; 2º; 3º; 4º; 5º";TODOS OS CAMPOS DE ATUAÇÃO;Oralidade;Características da conversação espontânea;"Reconhecimento das características da conversação espontânea para respei- tar os turnos de fala, selecionando
e utilizando, durante a conversação, formas de tratamento adequadas, de acordo com a situação e a posição do interlocutor.";(EF15LP11) Reconhecer caracterís- ticas da conversação espontânea presencial, respeitando os turnos de fala, selecionando e utilizando, durante a conversação, formas de tratamento adequadas, de acordo com a situação e a posição do interlocutor.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
"1º; 2º; 3º; 4º; 5º";TODOS OS CAMPOS DE ATUAÇÃO;Oralidade;Aspectos não linguísticos (paralinguísticos) no ato da fala;Atribuição de significado, no texto oral, a aspectos não linguísticos como olhar, riso, gestos, movimentos da cabeça.;(EF15LP12) Atribuir significado a aspectos não linguísticos (para- linguísticos) observados na fala, como direção do olhar, riso, gestos, movimentos da cabeça (de concor- dância ou discordância), expressão corporal, tom de voz.;;(EF12EF12) (EF35EF10) (EF67EF11) (EF89EF13);Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
