Etapa,Componente Curricular,Descritor,Descrição da Habilidade ,Ciclos,Habilidades
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",2,H 75
5 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",2,H 77
5 ANO,MATEMÁTICA,4EF01_M,"Comparar números naturais formados por até cinco algarismos, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",2,H 82
5 ANO,MATEMÁTICA,4EF02_M,Corresponder composições a decomposições de números naturais formados por até cinco algarismos.,2,H 83
5 ANO,MATEMÁTICA,4EF03_M,"Identificar a ordem ocupada por um algarismo ou o algarismo que ocupa uma determinada ordem, em um número natural formado por até cinco algarismos.",2,H 84
5 ANO,MATEMÁTICA,4EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até cinco algarismos.,2,H 85
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",2,H 88
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",2,H 90
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",2,H 92
5 ANO,MATEMÁTICA,4EF12_M,"Utilizar valores do sistema monetário brasileiro em situações do cotidiano, na resolução de problema.",2,H 93
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,2,H 94
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",2,H 95
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",2,H 96
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",2,H 97
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",2,H 98
5 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,2,
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",2,
5 ANO,MATEMÁTICA,3EF14_M,"Reconhecer figuras geométricas planas (triângulo, quadrado, retângulo, trapézio ou paralelogramo) desenhadas em diferentes disposições.",2,
5 ANO,MATEMÁTICA,3EF17_M,Interpretar dados estatísticos dispostos em tabelas de dupla entrada.,2,
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",2,
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",2,
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",2,
5 ANO,MATEMÁTICA,5EF01_M,"Comparar números racionais positivos, em representação fracionária com denominadores iguais, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",2,
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,2,
5 ANO,MATEMÁTICA,5EF03_M,"Identificar objeto ou sua localização em representação no plano, referenciada por linhas e colunas.",2,
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",2,
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",2,
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",2,
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",2,
1 ANO,LÍNGUA PORTUGUESA,1EF01_P,Distinguir letras do alfabeto de desenhos e/ou outros sinais gráficos.,3,
1 ANO,LÍNGUA PORTUGUESA,1EF02_P,Reconhecer letras do alfabeto.,3,
1 ANO,LÍNGUA PORTUGUESA,1EF03_P,Reconhecer as direções da escrita.,3,
1 ANO,LÍNGUA PORTUGUESA,1EF04_P,Identificar a correta segmentação das palavras na escrita.,3,
1 ANO,LÍNGUA PORTUGUESA,1EF06_P,Identificar rimas.,3,
1 ANO,LÍNGUA PORTUGUESA,1EF07_P,"Identificar semelhanças entre sílabas (incial, medial, final) de palavras.",3,
1 ANO,LÍNGUA PORTUGUESA,1EF08_P,Ler palavras formadas exclusivamente por sílabas canônicas.,3,
1 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,
1 ANO,LÍNGUA PORTUGUESA,1EF10_P,"Ler frases (ordem direta, estrutura canônica: sujeito, verbo, objeto - um complemento).",3,
1 ANO,LÍNGUA PORTUGUESA,1EF06_P,Identificar rimas.,3,
1 ANO,LÍNGUA PORTUGUESA,1EF07_P,"Identificar semelhanças entre sílabas (inicial, medial, final) de palavras.",3,
1 ANO,LÍNGUA PORTUGUESA,1EF08_P,Ler palavras formadas exclusivamente por sílabas canônicas.,3,
1 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,
1 ANO,LÍNGUA PORTUGUESA,1EF10_P,"Ler frases (ordem direta, estrutura canônica: sujeito, verbo, objeto - um complemento).",3,
1 ANO,LÍNGUA PORTUGUESA,1EF11_P,"Localizar informações explícitas em textos, recuperadas por meio de uma repetição.",3,
1 ANO,LÍNGUA PORTUGUESA,1EF12_P,Reconhecer o assunto de um texto ouvido.,3,
1 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,
1 ANO,LÍNGUA PORTUGUESA,1EF05_P,Reconhecer o local de inserção de uma palavra na ordem alfabética.,3,H 01
1 ANO,LÍNGUA PORTUGUESA,1EF06_P,Identificar rimas.,3,H 02
1 ANO,LÍNGUA PORTUGUESA,1EF07_P,"Identificar semelhanças entre sílabas (inicial, medial, final) de palavras.",3,H 03
1 ANO,LÍNGUA PORTUGUESA,1EF08_P,Ler palavras formadas exclusivamente por sílabas canônicas.,3,H 04
1 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,H 05
1 ANO,LÍNGUA PORTUGUESA,1EF10_P,"Ler frases (ordem direta, estrutura canônica: sujeito, verbo, objeto - um complemento).",3,H 06
1 ANO,LÍNGUA PORTUGUESA,1EF11_P,"Localizar informações explícitas em textos, recuperadas por meio de uma repetição.",3,H 07
1 ANO,LÍNGUA PORTUGUESA,1EF12_P,Reconhecer o assunto de um texto ouvido.,3,H 08
1 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,H 09
1 ANO,LÍNGUA PORTUGUESA,1EF14_P,Reconhecer o gênero de um texto que circula no campo de atuação da vida cotidiana.,3,H 10
1 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,3,H 11
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",3,
1 ANO,MATEMÁTICA,1EF02_M,"Comparar quantidades de objetos de coleções, contendo até 20 elementos cada, com suporte de imagens, indicando qual tem mais, qual tem menos ou quais têm a mesma quantidade.",3,
1 ANO,MATEMÁTICA,1EF06_M,"Classificar objetos segundo atributos de cor, forma ou medida.",3,
1 ANO,MATEMÁTICA,1EF08_M,"Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima ou embaixo).",3,
1 ANO,MATEMÁTICA,1EF09_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera ou bloco retangular) em objetos do mundo físico, pela sua forma.",3,
1 ANO,MATEMÁTICA,1EF10_M,"Reconhecer figuras geométricas planas (círculo, quadrado, retângulo ou triângulo) desenhadas em diferentes disposições.",3,
1 ANO,MATEMÁTICA,1EF11_M,"Comparar objetos de uso cotidiano por meio de um dos atributos: comprimento, capacidade ou massa.",3,
1 ANO,MATEMÁTICA,1EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 20 elementos, apresentando o resultado em registro numérico.",3,
1 ANO,MATEMÁTICA,1EF02_M,"Comparar quantidades de objetos de coleções, contendo até 20 elementos cada, com suporte de imagens, indicando qual tem mais, qual tem menos ou quais têm a mesma quantidade.",3,
1 ANO,MATEMÁTICA,1EF03_M,"Comparar números naturais formados por até dois algarismos, em situações do cotidiano, indicando o menor ou o maior dentre eles.",3,
1 ANO,MATEMÁTICA,1EF04_M,"Utilizar a operação de adição entre números naturais, formados por até dois algarismos, envolvendo o significado de juntar ou de acrescentar, com suporte de imagens, na resolução de problema.",3,
1 ANO,MATEMÁTICA,1EF06_M,"Classificar objetos segundo atributos de cor, forma ou medida.",3,
1 ANO,MATEMÁTICA,1EF07_M,"Determinar termos ausentes em sequências de figuras.Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima ou embaixo).",3,
1 ANO,MATEMÁTICA,1EF08_M,"Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima ou embaixo).",3,
1 ANO,MATEMÁTICA,1EF09_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera ou bloco retangular) em objetos do mundo físico, pela sua forma.",3,
1 ANO,MATEMÁTICA,1EF10_M,"Reconhecer figuras geométricas planas (círculo, quadrado, retângulo ou triângulo) desenhadas em diferentes disposições.",3,
1 ANO,MATEMÁTICA,1EF11_M,"Comparar objetos de uso cotidiano por meio de um dos atributos: comprimento, capacidade ou massa.",3,
1 ANO,MATEMÁTICA,1EF13_M,"Identificar dados estatísticos dispostos em tabelas simples, em gráficos de colunas ou de barras simples.",3,
1 ANO,MATEMÁTICA,1EF03_M,"Comparar números naturais formados por até dois algarismos, em situações do cotidiano, indicando o menor ou o maior dentre eles.",3,H 01
1 ANO,MATEMÁTICA,1EF04_M,"Utilizar a operação de adição entre números naturais, formados por até dois algarismos, envolvendo o significado de juntar ou de acrescentar, com suporte de imagens, na resolução de problema.",3,H 02
1 ANO,MATEMÁTICA,1EF05_M,"Utilizar a operação de subtração entre números naturais, formados por até dois algarismos, envolvendo o significado de retirar ou de separar, com suporte de imagens, na resolução de problema.",3,H 03
1 ANO,MATEMÁTICA,1EF07_M,Determinar termos ausentes em sequências de figuras.,3,H 04
1 ANO,MATEMÁTICA,1EF08_M,"Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima ou embaixo).",3,H 05
1 ANO,MATEMÁTICA,1EF09_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera ou bloco retangular) em objetos do mundo físico, pela sua forma.",3,H 06
1 ANO,MATEMÁTICA,1EF10_M,"Reconhecer figuras geométricas planas (círculo, quadrado, retângulo ou triângulo) desenhadas em diferentes disposições.",3,H 07
1 ANO,MATEMÁTICA,1EF12_M,"Reconhecer valores convencionados de moedas ou de cédulas do sistema monetário brasileiro, em situações do cotidiano.",3,H 08
1 ANO,MATEMÁTICA,1EF13_M,"Identificar dados estatísticos dispostos em tabelas simples, em gráficos de colunas ou de barras simples.",3,H 09
2 ANO,LÍNGUA PORTUGUESA,1EF05_P,Reconhecer o local de inserção de uma palavra na ordem alfabética.,3,
2 ANO,LÍNGUA PORTUGUESA,1EF06_P,Identificar rimas.,3,
2 ANO,LÍNGUA PORTUGUESA,1EF07_P,"Identificar semelhanças entre sílabas (incial, medial, final) de palavras.",3,
2 ANO,LÍNGUA PORTUGUESA,1EF08_P,Ler palavras formadas exclusivamente por sílabas canônicas.,3,
2 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,
2 ANO,LÍNGUA PORTUGUESA,1EF12_P,Reconhecer o assunto de um texto ouvido.,3,
2 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,
2 ANO,LÍNGUA PORTUGUESA,1EF14_P,Reconhecer o gênero de um texto que circula no campo de atuação da vida cotidiana.,3,
2 ANO,LÍNGUA PORTUGUESA,2EF06_P,"Ler frases (ordem direta, estrutura canônica: sujeito, verbo, objeto - mais de um complemento).",3,
2 ANO,LÍNGUA PORTUGUESA,2EF07_P,"Localizar informações explícitas em textos, recuperadas por meio de repetição.",3,
2 ANO,LÍNGUA PORTUGUESA,2EF10_P,Reconhecer o assunto de um texto quando o assunto está indicado no título.,3,
2 ANO,LÍNGUA PORTUGUESA,1EF05_P,Reconhecer o local de inserção de uma palavra na ordem alfabética.,3,
2 ANO,LÍNGUA PORTUGUESA,1EF06_P,Identificar rimas.,3,
2 ANO,LÍNGUA PORTUGUESA,1EF07_P,"Identificar semelhanças entre sílabas (inicial, medial, final) de palavras.",3,
2 ANO,LÍNGUA PORTUGUESA,1EF08_P,Ler palavras formadas exclusivamente por sílabas canônicas.,3,
2 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,
2 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,
2 ANO,LÍNGUA PORTUGUESA,1EF14_P,Reconhecer o gênero de um texto que circula no campo de atuação da vida cotidiana.,3,
2 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,3,
2 ANO,LÍNGUA PORTUGUESA,2EF06_P,"Ler frases (ordem direta, estrutura canônica: sujeito, verbo, objeto - mais de um complemento).",3,
2 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",3,
2 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,3,
2 ANO,LÍNGUA PORTUGUESA,2EF15_P,"Reconhecer o personagem principal de narrativas ficcionais, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",3,
2 ANO,LÍNGUA PORTUGUESA,2EF17_P,Reconhecer o gênero de um texto do campo de atuação artístico-literário.,3,
2 ANO,LÍNGUA PORTUGUESA,1EF08_P,Ler palavras formadas exclusivamente por sílabas canônicas.,3,H 01
2 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,H 02
2 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,H 03
2 ANO,LÍNGUA PORTUGUESA,2EF06_P,"Ler frases (ordem direta, estrutura canônica: sujeito, verbo, objeto - mais de um complemento).",3,H 04
2 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",3,H 05
2 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,3,H 06
2 ANO,LÍNGUA PORTUGUESA,2EF13_P,Inferir informação em texto exclusivamente verbal.,3,H 07
2 ANO,LÍNGUA PORTUGUESA,2EF14_P,"Inferir o sentido de palavra ou expressão idiomática própria da linguagem informal, com base em pistas co-textuais (sinonímia, palavra do mesmo campo semântico).",3,H 08
2 ANO,LÍNGUA PORTUGUESA,2EF15_P,"Reconhecer o personagem principal de narrativas ficcionais, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",3,H 09
2 ANO,LÍNGUA PORTUGUESA,2EF17_P,Reconhecer o gênero de um texto do campo de atuação artístico-literário.,3,H 10
2 ANO,LÍNGUA PORTUGUESA,2EF19_P,Reconhecer o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em tirinhas e histórias em quadrinhos.,3,H 11
2 ANO,MATEMÁTICA,1EF07_M,Determinar termos ausentes em sequências de figuras.,3,
2 ANO,MATEMÁTICA,1EF10_M,"Reconhecer figuras geométricas planas (círculo, quadrado, retângulo ou triângulo) desenhadas em diferentes disposições.",3,
2 ANO,MATEMÁTICA,1EF12_M,"Reconhecer valores convencionados de moedas ou de cédulas do sistema monetário brasileiro, em situações do cotidiano.",3,
2 ANO,MATEMÁTICA,1EF13_M,"Identificar dados estatísticos dispostos em tabelas simples, em gráficos de colunas ou de barras simples.",3,
2 ANO,MATEMÁTICA,2EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 50 elementos, apresentando o resultado em registro numérico.",3,
2 ANO,MATEMÁTICA,2EF02_M,"Comparar quantidades de objetos de duas coleções, contendo até 50 elementos cada, com suporte de imagens, indicando qual tem mais objetos e quantos a mais, qual tem menos objetos e quantos a menos ...",3,
2 ANO,MATEMÁTICA,2EF03_M,"Comparar números naturais formados por até três algarismos, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",3,
2 ANO,MATEMÁTICA,2EF05_M,"Utilizar a operação de adição entre números naturais, formados por até três algarismos, envolvendo o significado de juntar ou de acrescentar, com ou sem suporte de imagens, na resolução de problema.",3,
2 ANO,MATEMÁTICA,2EF06_M,"Utilizar a operação de subtração entre números naturais, formados por até três algarismos, envolvendo o significado de separar ou de retirar, com ou sem suporte de imagens, na resolução de problema.",3,
2 ANO,MATEMÁTICA,2EF08_M,"Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ou mais de um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima e/ou emb...",3,
2 ANO,MATEMÁTICA,2EF09_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera, cubo, bloco retangular ou pirâmide) em objetos do mundo físico, pela sua forma ou sua denominação.",3,
2 ANO,MATEMÁTICA,1EF10_M,"Reconhecer figuras geométricas planas (círculo, quadrado, retângulo ou triângulo) desenhadas em diferentes disposições.",3,
2 ANO,MATEMÁTICA,2EF01_M,"Contar a quantidade de objetos de uma coleção contendo até 50 elementos, apresentando o resultado em registro numérico.",3,
2 ANO,MATEMÁTICA,2EF02_M,"Comparar quantidades de objetos de duas coleções, contendo até 50 elementos cada, com suporte de imagens, indicando qual tem mais objetos e quantos a mais, qual tem menos objetos e quantos a menos ...",3,
2 ANO,MATEMÁTICA,2EF03_M,"Comparar números naturais formados por até três algarismos, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",3,
2 ANO,MATEMÁTICA,2EF04_M,Efetuar a operação de adição entre números naturais formados por até três algarismos.,3,
2 ANO,MATEMÁTICA,2EF05_M,"Utilizar a operação de adição entre números naturais, formados por até três algarismos, envolvendo o significado de juntar ou de acrescentar, com ou sem suporte de imagens, na resolução de problema.",3,
2 ANO,MATEMÁTICA,2EF06_M,"Utilizar a operação de subtração entre números naturais, formados por até três algarismos, envolvendo o significado de separar ou de retirar, com ou sem suporte de imagens, na resolução de problema.",3,
2 ANO,MATEMÁTICA,2EF08_M,"Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ou mais de um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima e/ou emb...",3,
2 ANO,MATEMÁTICA,2EF09_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera, cubo, bloco retangular ou pirâmide) em objetos do mundo físico, pela sua forma ou sua denominação.",3,
2 ANO,MATEMÁTICA,2EF12_M,"Corresponder coleções distintas de moedas e/ou de cédulas do sistema monetário brasileiro que representam uma mesma quantia, em situações do cotidiano.",3,
2 ANO,MATEMÁTICA,2EF15_M,"Interpretar dados estatísticos dispostos em tabelas simples, em gráficos de colunas ou de barras simples.",3,
2 ANO,MATEMÁTICA,2EF03_M,"Comparar números naturais formados por até três algarismos, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",3,H 01
2 ANO,MATEMÁTICA,2EF04_M,Efetuar a operação de adição entre números naturais formados por até três algarismos.,3,H 02
2 ANO,MATEMÁTICA,2EF05_M,"Utilizar a operação de adição entre números naturais, formados por até três algarismos, envolvendo o significado de juntar ou de acrescentar, com ou sem suporte de imagens, na resolução de problema.",3,H 03
2 ANO,MATEMÁTICA,2EF06_M,"Utilizar a operação de subtração entre números naturais, formados por até três algarismos, envolvendo o significado de separar ou de retirar, com ou sem suporte de imagens, na resolução de problema.",3,H 04
2 ANO,MATEMÁTICA,2EF07_M,Determinar termos ausentes em sequências repetitivas de números naturais formados por até três algarismos.,3,H 05
2 ANO,MATEMÁTICA,2EF08_M,"Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ou mais de um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima e/ou emb...",3,H 06
2 ANO,MATEMÁTICA,2EF10_M,"Medir comprimento, usando unidades de medidas padronizadas (metro, centímetro ou milímetro).",3,H 07
2 ANO,MATEMÁTICA,2EF11_M,Reconhecer horário em relógio digital (hora e minuto).,3,H 08
2 ANO,MATEMÁTICA,2EF12_M,"Corresponder coleções distintas de moedas e/ou de cédulas do sistema monetário brasileiro que representam uma mesma quantia, em situações do cotidiano.",3,H 09
2 ANO,MATEMÁTICA,2EF13_M,"Classificar chance de ocorrência de evento, associado a um experimento aleatório, empregando termos como: impossível, certo, pouco provável ou muito provável, em situações do cotidiano.",3,H 10
2 ANO,MATEMÁTICA,2EF14_M,Identificar dados estatísticos dispostos em tabelas de dupla entrada.,3,H 11
2 ANO,MATEMÁTICA,2EF15_M,"Interpretar dados estatísticos dispostos em tabelas simples, em gráficos de colunas ou de barras simples.",3,H 12
3 ANO,LÍNGUA PORTUGUESA,1EF08_P,Ler palavras formadas exclusivamente por sílabas canônicas.,3,
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,
3 ANO,LÍNGUA PORTUGUESA,1EF15_P,Identificar a finalidade de um texto do campo de atuação da vida cotidiana.,3,
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",3,
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,3,
3 ANO,LÍNGUA PORTUGUESA,2EF14_P,"Inferir o sentido de palavra ou expressão idiomática própria da linguagem informal, com base em pistas co-textuais (sinonímia, palavra do mesmo campo semântico).",3,
3 ANO,LÍNGUA PORTUGUESA,2EF15_P,"Reconhecer o personagem principal de narrativas ficcionais, quando o personagem é citado no título ou é tópico do primeiro parágrafo.",3,
3 ANO,LÍNGUA PORTUGUESA,2EF19_P,Reconhecer o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em tirinhas e histórias em quadrinhos.,3,
3 ANO,LÍNGUA PORTUGUESA,3EF06_P,"Ler frases (sujeito, verbo, objeto direto e objeto indireto ou frase na ordem indireta).",3,
3 ANO,LÍNGUA PORTUGUESA,3EF16_P,Reconhecer o gênero de um texto do campo da vida cotidiana.,3,
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",3,
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,3,
3 ANO,LÍNGUA PORTUGUESA,3EF01_P,Identificar variações de sons de grafema no caso de correspondências regulares contextuais entre grafemas e fonemas (c/qu,3, s/ss).
3 ANO,LÍNGUA PORTUGUESA,3EF06_P,"Ler frases (sujeito, verbo, objeto direto e objeto indireto ou frase na ordem indireta).",3,
3 ANO,LÍNGUA PORTUGUESA,3EF09_P,Reconhecer o assunto de notícias quando o assunto é apontado pela manchete.,3,
3 ANO,LÍNGUA PORTUGUESA,3EF11_P,"Inferir informação em textos verbais, com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados.",3,
3 ANO,LÍNGUA PORTUGUESA,3EF15_P,"Reconhecer o tempo e o lugar de narrativas ficcionais, quando há pistas textuais que evidenciam esses elementos.",3,
3 ANO,LÍNGUA PORTUGUESA,1EF09_P,Ler palavras formadas por sílabas não canônicas.,3,H 01
3 ANO,LÍNGUA PORTUGUESA,1EF13_P,Inferir informação em texto que articula linguagem verbal e não verbal.,3,H 02
3 ANO,LÍNGUA PORTUGUESA,2EF08_P,"Localizar informações explícitas em textos, recuperadas por meio de paráfrase.",3,H 03
3 ANO,LÍNGUA PORTUGUESA,2EF11_P,Reconhecer o assunto de um texto quando o assunto é tópico do primeiro parágrafo.,3,H 04
3 ANO,LÍNGUA PORTUGUESA,2EF19_P),Reconhecer o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em tirinhas e histórias em quadrinhos.,3,H 05
3 ANO,LÍNGUA PORTUGUESA,3EF01_P,Identificar variações de sons de grafema no caso de correspondências regulares contextuais entre grafemas e fonemas (c/qu,3, s/ss).
3 ANO,LÍNGUA PORTUGUESA,3EF02_P,é o percentual de acerto nesta habilidadeIdentificar variações de sons de grafema no caso de correspondências irregulares entre grafemas e fonemas (j/g,3,
3 ANO,LÍNGUA PORTUGUESA,3EF03_P,Identificar variações de sons de grafema no caso de correspondências irregulares entre grafemas e fonemas (sons do z - s/z/x,3,
3 ANO,LÍNGUA PORTUGUESA,3EF06_P,"Ler frases (sujeito, verbo, objeto direto e objeto indireto ou frase na ordem indireta).",3,H 09
3 ANO,LÍNGUA PORTUGUESA,3EF09_P,Reconhecer o assunto de notícias quando o assunto é apontado pela manchete.,3,H 10
3 ANO,LÍNGUA PORTUGUESA,3EF11_P,"Inferir informação em textos verbais, com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados.",3,H 11
3 ANO,LÍNGUA PORTUGUESA,3EF15_P,"Reconhecer o tempo e o lugar de narrativas ficcionais, quando há pistas textuais que evidenciam esses elementos.",3,H 12
3 ANO,LÍNGUA PORTUGUESA,3EF17_P,Reconhecer o gênero de um texto do campo da vida pública.,3,H 13
3 ANO,LÍNGUA PORTUGUESA,3EF19_P,Identificar a finalidade de textos do campo da vida pública (cartazes de conscientização).,3,H  14
3 ANO,LÍNGUA PORTUGUESA,3EF21_P,Reconhecer o efeito de sentido produzido pelos pontos de exclamação e interrogação.,3,H 15
3 ANO,LÍNGUA PORTUGUESA,3EF23_P,Identificar o referente de pronomes pessoais do caso reto (anafórico) com referente próximo.,3,H 16
3 ANO,MATEMÁTICA,2EF07_M,Determinar termos ausentes em sequências repetitivas de números naturais formados por até três algarismos.,3,
3 ANO,MATEMÁTICA,2EF08_M,"Interpretar localização de pessoas, animais ou objetos no espaço, considerando um ou mais de um ponto de referência e noções de orientação (à direita, à esquerda, em frente, atrás, em cima e/ou emb...",3,
3 ANO,MATEMÁTICA,2EF12_M,"Corresponder coleções distintas de moedas e/ou de cédulas do sistema monetário brasileiro que representam uma mesma quantia, em situações do cotidiano.",3,
